tweet_stemmed;target_new
work kemarin dapet vksin sinovac kerja pas pindah org bilang jgn divksin sinvc vaksin miskin ga kualitas emg bener ya;0
warga pelalawan suntik vaksin covid dosis httpstcohwygwtqq;1
abis vaksin proses dpt sertifikat ya;1
awas caci maki sales vaksin posting ginian;0
yangyang udah vaksin yaa  huhu vaksin tunggu  yangyang sehat sehat yaa tetep patuh prokes mana kena kaya kemarin  yangyang banyakin istirahat makan yg okaay;1
udah vaksinptm takut ak ;0
bersamasama jaga covid kunci sederhana ayo vaksin  salah syarat terbang vaksin so tunggu yg vaksin yuk vaksin  ;1
orangtua informasi yg infeksi virus covid sekolah rumah yg percaya vaksin kurang sebar virus salah;1
dosis vaksin terima protokol sehat utama lindung keluarga percepatanvaksinasipolri target kebal komunal;0
da headlines berita tulis org mati lepas tu letak gambar tgah cucuk vaksin da senang benda tu modal utk antivaks bodoh media;1
cnbcindonesia sertifikat vaksin;0
zarazrn emg yg ga rasa pas vaksin tp kakaku vaksin demam loh gantung imun kita kali yaa;1
